customer_number,household_size,quarter,amount
14336,5,"Q2 Balance",1112
14337,5,"Q2 Balance",1135
14338,1,"Q2 Balance",1492
14339,4,"Q2 Balance",1519
14340,3,"Q2 Balance",1210
14341,3,"Q2 Balance",1750
14342,3,"Q2 Balance",1583
14343,5,"Q2 Balance",238
14344,3,"Q2 Balance",583
14345,2,"Q2 Balance",929
14346,2,"Q2 Balance",1132
14347,4,"Q2 Balance",1280
14348,5,"Q2 Balance",858
14349,3,"Q2 Balance",1769
14350,3,"Q2 Balance",1592
14351,2,"Q2 Balance",1402
14352,3,"Q2 Balance",1474
14353,3,"Q2 Balance",1103
14354,5,"Q2 Balance",1405
14355,6,"Q2 Balance",1743
14356,4,"Q2 Balance",1562
14357,4,"Q2 Balance",736
14358,5,"Q2 Balance",553
14359,5,"Q2 Balance",911
14360,3,"Q2 Balance",1273
14361,4,"Q2 Balance",892
14362,4,"Q2 Balance",692
14363,5,"Q2 Balance",971
14364,6,"Q2 Balance",936
14365,2,"Q2 Balance",5
14366,2,"Q2 Balance",311
14367,2,"Q2 Balance",485
14368,4,"Q2 Balance",1283
14369,3,"Q2 Balance",993
14370,3,"Q2 Balance",1067
14371,4,"Q2 Balance",663
14372,2,"Q2 Balance",561
14373,3,"Q2 Balance",1289
14374,2,"Q2 Balance",741
14375,1,"Q2 Balance",1794
14376,4,"Q2 Balance",688
14377,3,"Q2 Balance",563
14378,3,"Q2 Balance",1778
14379,3,"Q2 Balance",349
14380,2,"Q2 Balance",1192
14381,2,"Q2 Balance",1187
14382,4,"Q2 Balance",322
14383,3,"Q2 Balance",828
14384,2,"Q2 Balance",654
14385,4,"Q2 Balance",1074
14386,5,"Q2 Balance",1138
14387,2,"Q2 Balance",161
14388,2,"Q2 Balance",1703
14389,4,"Q2 Balance",416
14390,3,"Q2 Balance",940
14391,2,"Q2 Balance",1498
14392,4,"Q2 Balance",238
14393,4,"Q2 Balance",1060
14394,6,"Q2 Balance",1219
14395,5,"Q2 Balance",1193
14396,4,"Q2 Balance",1181
14397,4,"Q2 Balance",1068
14398,2,"Q2 Balance",409
14399,2,"Q2 Balance",343
14400,1,"Q2 Balance",1389
14401,4,"Q2 Balance",1052
14402,4,"Q2 Balance",1205
14403,3,"Q2 Balance",1339
14404,5,"Q2 Balance",1125
14405,3,"Q2 Balance",1615
14406,4,"Q2 Balance",956
14407,2,"Q2 Balance",1067
14408,3,"Q2 Balance",1181
14409,5,"Q2 Balance",1084
14410,3,"Q2 Balance",1542
14411,4,"Q2 Balance",1479
14412,3,"Q2 Balance",1297
14413,4,"Q2 Balance",1399
14414,4,"Q2 Balance",1026
14415,3,"Q2 Balance",1440
14416,5,"Q2 Balance",1380
14417,5,"Q2 Balance",1158
14418,2,"Q2 Balance",1152
14419,2,"Q2 Balance",1038
14420,4,"Q2 Balance",1068
14421,2,"Q2 Balance",678
14422,4,"Q2 Balance",883
14423,5,"Q2 Balance",1396
14424,5,"Q2 Balance",1521
14425,1,"Q2 Balance",762
14426,2,"Q2 Balance",1112
14427,5,"Q2 Balance",558
14428,4,"Q2 Balance",1761
14429,4,"Q2 Balance",1366
14430,4,"Q2 Balance",1268
14431,5,"Q2 Balance",1206
14432,3,"Q2 Balance",1599
14433,5,"Q2 Balance",1429
14434,5,"Q2 Balance",1805
14435,3,"Q2 Balance",1027
14436,3,"Q2 Balance",1039
14437,3,"Q2 Balance",1645
14438,4,"Q2 Balance",1011
14439,4,"Q2 Balance",1157
14440,3,"Q2 Balance",1633
14441,4,"Q2 Balance",1458
14442,2,"Q2 Balance",1202
14443,4,"Q2 Balance",285
14444,3,"Q2 Balance",965
14445,4,"Q2 Balance",1021
14446,3,"Q2 Balance",1011
14447,3,"Q2 Balance",990
14448,3,"Q2 Balance",1125
14449,4,"Q2 Balance",1321
14450,3,"Q2 Balance",1193
14451,5,"Q2 Balance",693
14452,3,"Q2 Balance",352
14453,3,"Q2 Balance",235
14454,4,"Q2 Balance",1664
14455,5,"Q2 Balance",483
14456,5,"Q2 Balance",1588
14457,3,"Q2 Balance",762
14458,5,"Q2 Balance",1330
14459,2,"Q2 Balance",1745
14460,6,"Q2 Balance",1687
14461,3,"Q2 Balance",376
14462,3,"Q2 Balance",1123
14463,4,"Q2 Balance",1514
14464,3,"Q2 Balance",921
14465,1,"Q2 Balance",861
14466,3,"Q2 Balance",772
14467,3,"Q2 Balance",1271
14468,4,"Q2 Balance",16
14469,4,"Q2 Balance",1013
14470,4,"Q2 Balance",1228
14471,1,"Q2 Balance",1698
14472,2,"Q2 Balance",812
14473,3,"Q2 Balance",779
14474,3,"Q2 Balance",1366
14475,5,"Q2 Balance",1158
14476,4,"Q2 Balance",957
14477,2,"Q2 Balance",283
14478,5,"Q2 Balance",1003
14479,4,"Q2 Balance",406
14480,4,"Q2 Balance",1796
14481,2,"Q2 Balance",63
14482,1,"Q2 Balance",1421
14483,1,"Q2 Balance",1735
14484,5,"Q2 Balance",1232
14485,4,"Q2 Balance",1581
14486,3,"Q2 Balance",1276
14487,2,"Q2 Balance",1323
14488,5,"Q2 Balance",1214
14489,3,"Q2 Balance",1426
14490,4,"Q2 Balance",1704
14491,6,"Q2 Balance",677
14492,2,"Q2 Balance",1691
14493,3,"Q2 Balance",1719
14494,2,"Q2 Balance",674
14495,2,"Q2 Balance",1727
14496,1,"Q2 Balance",1018
14497,4,"Q2 Balance",991
14498,3,"Q2 Balance",845
14499,5,"Q2 Balance",191
14500,3,"Q2 Balance",664
14501,3,"Q2 Balance",815
14502,4,"Q2 Balance",607
14503,3,"Q2 Balance",1288
14504,6,"Q2 Balance",771
14505,5,"Q2 Balance",1376
14506,6,"Q2 Balance",1269
14507,3,"Q2 Balance",1478
14508,2,"Q2 Balance",1071
14509,5,"Q2 Balance",1015
14510,5,"Q2 Balance",437
14511,2,"Q2 Balance",1065
14512,2,"Q2 Balance",1452
14513,3,"Q2 Balance",1000
14514,4,"Q2 Balance",1590
14515,4,"Q2 Balance",1104
14516,4,"Q2 Balance",289
14517,4,"Q2 Balance",497
14518,6,"Q2 Balance",880
14519,3,"Q2 Balance",616
14520,4,"Q2 Balance",1312
14521,3,"Q2 Balance",1419
14522,2,"Q2 Balance",1084
14523,3,"Q2 Balance",964
14524,2,"Q2 Balance",1637
14525,2,"Q2 Balance",859
14526,2,"Q2 Balance",898
14527,3,"Q2 Balance",808
14528,2,"Q2 Balance",20
14529,3,"Q2 Balance",1168
14530,4,"Q2 Balance",746
14531,2,"Q2 Balance",1409
14532,3,"Q2 Balance",88
14533,2,"Q2 Balance",237
14534,4,"Q2 Balance",1647
14535,5,"Q2 Balance",465
14536,3,"Q2 Balance",1698
14537,3,"Q2 Balance",1449
14538,2,"Q2 Balance",402
14539,4,"Q2 Balance",1177
14540,2,"Q2 Balance",949
14541,5,"Q2 Balance",1353
14542,2,"Q2 Balance",507
14543,4,"Q2 Balance",912
14544,3,"Q2 Balance",1215
14545,4,"Q2 Balance",1628
14546,2,"Q2 Balance",1387
14547,4,"Q2 Balance",978
14548,2,"Q2 Balance",868
14549,4,"Q2 Balance",1464
14550,2,"Q2 Balance",833
14551,1,"Q2 Balance",473
14552,5,"Q2 Balance",1425
14553,5,"Q2 Balance",540
14554,3,"Q2 Balance",1299
14555,5,"Q2 Balance",668
14556,2,"Q2 Balance",1249
14557,3,"Q2 Balance",1790
14558,2,"Q2 Balance",1992
14559,3,"Q2 Balance",1278
14560,5,"Q2 Balance",734
14561,1,"Q2 Balance",487
14562,4,"Q2 Balance",1895
14563,5,"Q2 Balance",388
14564,3,"Q2 Balance",778
14565,3,"Q2 Balance",1470
14566,5,"Q2 Balance",1450
14567,3,"Q2 Balance",472
14568,3,"Q2 Balance",1232
14569,5,"Q2 Balance",1140
14570,2,"Q2 Balance",713
14571,3,"Q2 Balance",1826
14572,4,"Q2 Balance",1390
14573,5,"Q2 Balance",1241
14574,1,"Q2 Balance",641
14575,3,"Q2 Balance",1070
14576,4,"Q2 Balance",639
14577,3,"Q2 Balance",558
14578,3,"Q2 Balance",1168
14579,3,"Q2 Balance",886
14580,4,"Q2 Balance",977
14581,4,"Q2 Balance",499
14582,4,"Q2 Balance",1121
14583,5,"Q2 Balance",841
14584,3,"Q2 Balance",311
14585,3,"Q2 Balance",33
14586,4,"Q2 Balance",1522
14587,5,"Q2 Balance",1056
14588,3,"Q2 Balance",1243
14589,2,"Q2 Balance",1626
14590,3,"Q2 Balance",280
14591,3,"Q2 Balance",796
14592,4,"Q2 Balance",1711
14593,5,"Q2 Balance",568
14594,4,"Q2 Balance",1891
14595,4,"Q2 Balance",1486
14596,3,"Q2 Balance",407
14597,4,"Q2 Balance",1763
14598,5,"Q2 Balance",1206
14599,4,"Q2 Balance",1168
14600,2,"Q2 Balance",877
14601,6,"Q2 Balance",1737
14602,1,"Q2 Balance",1023
14603,3,"Q2 Balance",179
14604,2,"Q2 Balance",1177
14605,3,"Q2 Balance",1003
14606,3,"Q2 Balance",786
14607,3,"Q2 Balance",471
14608,3,"Q2 Balance",945
14609,3,"Q2 Balance",252
14610,2,"Q2 Balance",615
14611,2,"Q2 Balance",1778
14612,3,"Q2 Balance",1346
14613,3,"Q2 Balance",1338
14614,2,"Q2 Balance",451
14615,2,"Q2 Balance",1654
14616,3,"Q2 Balance",1285
14617,3,"Q2 Balance",472
14618,4,"Q2 Balance",964
14619,3,"Q2 Balance",468
14620,2,"Q2 Balance",1006
14621,4,"Q2 Balance",1239
14622,2,"Q2 Balance",2
14623,3,"Q2 Balance",1732
14624,4,"Q2 Balance",481
14625,3,"Q2 Balance",712
14626,2,"Q2 Balance",520
14627,3,"Q2 Balance",1711
14628,6,"Q2 Balance",204
14629,4,"Q2 Balance",1149
14630,4,"Q2 Balance",475
14631,3,"Q2 Balance",1331
14632,4,"Q2 Balance",1068
14633,5,"Q2 Balance",1303
14634,2,"Q2 Balance",1192
14635,4,"Q2 Balance",1178
14636,3,"Q2 Balance",944
14637,5,"Q2 Balance",479
14638,4,"Q2 Balance",914
14639,2,"Q2 Balance",427
14640,5,"Q2 Balance",1142
14641,4,"Q2 Balance",987
14642,3,"Q2 Balance",960
14643,2,"Q2 Balance",862
14644,3,"Q2 Balance",437
14645,4,"Q2 Balance",1167
14646,2,"Q2 Balance",701
14647,4,"Q2 Balance",1279
14648,2,"Q2 Balance",1519
14649,3,"Q2 Balance",1175
14650,4,"Q2 Balance",1017
14651,4,"Q2 Balance",168
14652,2,"Q2 Balance",367
14653,4,"Q2 Balance",1295
14654,4,"Q2 Balance",1676
14655,3,"Q2 Balance",894
14656,5,"Q2 Balance",1474
14657,5,"Q2 Balance",1789
14658,2,"Q2 Balance",1407
14659,4,"Q2 Balance",1294
14660,5,"Q2 Balance",1232
14661,5,"Q2 Balance",139
14662,5,"Q2 Balance",1114
14663,2,"Q2 Balance",1297
14664,3,"Q2 Balance",1367
14665,2,"Q2 Balance",1298
14666,3,"Q2 Balance",1271
14667,2,"Q2 Balance",NULL
14668,2,"Q2 Balance",1433
14669,2,"Q2 Balance",967
14670,2,"Q2 Balance",981
14671,3,"Q2 Balance",584
14672,4,"Q2 Balance",1879
14673,4,"Q2 Balance",83
14674,4,"Q2 Balance",1080
14675,4,"Q2 Balance",1642
14676,4,"Q2 Balance",1254
14677,4,"Q2 Balance",58
14678,5,"Q2 Balance",765
14679,2,"Q2 Balance",1112
14680,4,"Q2 Balance",991
14681,2,"Q2 Balance",496
14682,2,"Q2 Balance",901
14683,3,"Q2 Balance",113
14684,4,"Q2 Balance",857
14685,5,"Q2 Balance",1727
14686,3,"Q2 Balance",1459
14687,4,"Q2 Balance",493
14688,5,"Q2 Balance",652
14689,5,"Q2 Balance",1396
14690,4,"Q2 Balance",1574
14691,3,"Q2 Balance",523
14692,3,"Q2 Balance",1453
14693,3,"Q2 Balance",1880
14694,5,"Q2 Balance",1077
14695,4,"Q2 Balance",569
14696,3,"Q2 Balance",430
14697,3,"Q2 Balance",835
14698,5,"Q2 Balance",1438
14699,2,"Q2 Balance",NULL
14700,3,"Q2 Balance",441
14701,3,"Q2 Balance",880
14702,5,"Q2 Balance",1401
14703,4,"Q2 Balance",924
14704,3,"Q2 Balance",293
14705,3,"Q2 Balance",1255
14706,4,"Q2 Balance",481
14707,3,"Q2 Balance",1539
14708,3,"Q2 Balance",1532
14709,2,"Q2 Balance",1003
14710,2,"Q2 Balance",1719
14711,5,"Q2 Balance",621
14712,5,"Q2 Balance",151
14713,6,"Q2 Balance",1163
14714,5,"Q2 Balance",1255
14715,2,"Q2 Balance",545
14716,5,"Q2 Balance",1247
14717,2,"Q2 Balance",67
14718,4,"Q2 Balance",862
14719,5,"Q2 Balance",1660
14720,4,"Q2 Balance",655
14721,2,"Q2 Balance",1262
14722,3,"Q2 Balance",862
14723,5,"Q2 Balance",1516
14724,6,"Q2 Balance",1235
14725,5,"Q2 Balance",1063
14726,4,"Q2 Balance",1363
14727,3,"Q2 Balance",1034
14728,3,"Q2 Balance",891
14729,4,"Q2 Balance",1717
14730,5,"Q2 Balance",1090
14731,4,"Q2 Balance",744
14732,5,"Q2 Balance",876
14733,3,"Q2 Balance",739
14734,5,"Q2 Balance",1137
14735,5,"Q2 Balance",890
14736,3,"Q2 Balance",528
14737,5,"Q2 Balance",1308
14738,4,"Q2 Balance",1036
14739,6,"Q2 Balance",841
14740,2,"Q2 Balance",1332
14741,6,"Q2 Balance",1047
14742,3,"Q2 Balance",1173
14743,4,"Q2 Balance",1582
14744,3,"Q2 Balance",1080
14745,5,"Q2 Balance",1267
14746,2,"Q2 Balance",411
14747,4,"Q2 Balance",1231
14748,3,"Q2 Balance",1630
14749,2,"Q2 Balance",717
14750,3,"Q2 Balance",1186
14751,3,"Q2 Balance",1476
14752,2,"Q2 Balance",369
14753,2,"Q2 Balance",1450
14754,2,"Q2 Balance",994
14755,3,"Q2 Balance",1279
14756,5,"Q2 Balance",1515
14757,3,"Q2 Balance",926
14758,1,"Q2 Balance",832
14759,3,"Q2 Balance",1582
14760,4,"Q2 Balance",1470
14761,2,"Q2 Balance",51
14762,5,"Q2 Balance",815
14763,5,"Q2 Balance",931
14764,4,"Q2 Balance",493
14765,3,"Q2 Balance",1003
14766,4,"Q2 Balance",646
14767,3,"Q2 Balance",1660
14768,4,"Q2 Balance",1543
14769,6,"Q2 Balance",1248
14770,4,"Q2 Balance",1678
14771,3,"Q2 Balance",1630
14772,3,"Q2 Balance",807
14773,3,"Q2 Balance",867
14774,4,"Q2 Balance",1340
14775,4,"Q2 Balance",455
14776,3,"Q2 Balance",1519
14777,2,"Q2 Balance",1400
14778,5,"Q2 Balance",78
14779,5,"Q2 Balance",1728
14780,2,"Q2 Balance",655
14781,4,"Q2 Balance",1236
14782,4,"Q2 Balance",1730
14783,2,"Q2 Balance",1305
14784,2,"Q2 Balance",942
14785,2,"Q2 Balance",1731
14786,4,"Q2 Balance",211
14787,2,"Q2 Balance",151
14788,2,"Q2 Balance",592
14789,5,"Q2 Balance",1146
14790,2,"Q2 Balance",377
14791,2,"Q2 Balance",1708
14792,4,"Q2 Balance",495
14793,5,"Q2 Balance",847
14794,3,"Q2 Balance",1270
14795,2,"Q2 Balance",958
14796,5,"Q2 Balance",1210
14797,3,"Q2 Balance",1383
14798,4,"Q2 Balance",97
14799,4,"Q2 Balance",1781
14800,5,"Q2 Balance",440
14801,3,"Q2 Balance",971
14802,4,"Q2 Balance",780
14803,4,"Q2 Balance",1069
14804,2,"Q2 Balance",851
14805,3,"Q2 Balance",1628
14806,3,"Q2 Balance",1551
14807,4,"Q2 Balance",1538
14808,3,"Q2 Balance",1225
14809,4,"Q2 Balance",637
14810,3,"Q2 Balance",1477
14811,6,"Q2 Balance",639
14812,5,"Q2 Balance",494
14813,1,"Q2 Balance",877
14814,5,"Q2 Balance",1621
14815,3,"Q2 Balance",1082
14816,2,"Q2 Balance",1425
14817,5,"Q2 Balance",1727
14818,5,"Q2 Balance",1229
14819,5,"Q2 Balance",1398
14820,3,"Q2 Balance",1
14821,4,"Q2 Balance",1627
14822,4,"Q2 Balance",22
14823,4,"Q2 Balance",1394
14824,3,"Q2 Balance",643
14825,6,"Q2 Balance",1220
14826,3,"Q2 Balance",790
14827,4,"Q2 Balance",439
14828,2,"Q2 Balance",342
14829,2,"Q2 Balance",32
14830,4,"Q2 Balance",798
14831,5,"Q2 Balance",1489
14832,2,"Q2 Balance",1610
14833,2,"Q2 Balance",1772
14834,4,"Q2 Balance",872
14835,3,"Q2 Balance",1325
14836,4,"Q2 Balance",255
14837,3,"Q2 Balance",1567
14838,3,"Q2 Balance",920
14839,5,"Q2 Balance",861
14840,4,"Q2 Balance",1474
14841,2,"Q2 Balance",884
14842,3,"Q2 Balance",1592
14843,3,"Q2 Balance",1501
14844,4,"Q2 Balance",1441
14845,3,"Q2 Balance",472
14846,3,"Q2 Balance",403
14847,4,"Q2 Balance",1361
14848,3,"Q2 Balance",1940
14849,5,"Q2 Balance",92
14850,3,"Q2 Balance",1524
14851,4,"Q2 Balance",805
14852,4,"Q2 Balance",855
14853,4,"Q2 Balance",1226
14854,5,"Q2 Balance",1482
14855,3,"Q2 Balance",851
14856,4,"Q2 Balance",23
14857,3,"Q2 Balance",1622
14858,3,"Q2 Balance",1013
14859,3,"Q2 Balance",921
14860,3,"Q2 Balance",849
14861,5,"Q2 Balance",499
14862,3,"Q2 Balance",1471
14863,3,"Q2 Balance",1003
14864,3,"Q2 Balance",588
14865,3,"Q2 Balance",1046
14866,5,"Q2 Balance",845
14867,5,"Q2 Balance",883
14868,3,"Q2 Balance",1108
14869,2,"Q2 Balance",1772
14870,4,"Q2 Balance",1520
14871,4,"Q2 Balance",1200
14872,3,"Q2 Balance",988
14873,6,"Q2 Balance",1349
14874,4,"Q2 Balance",982
14875,4,"Q2 Balance",685
14876,5,"Q2 Balance",865
14877,4,"Q2 Balance",1357
14878,3,"Q2 Balance",1163
14879,3,"Q2 Balance",1321
14880,5,"Q2 Balance",659
14881,3,"Q2 Balance",1142
14882,2,"Q2 Balance",391
14883,2,"Q2 Balance",314
14884,3,"Q2 Balance",534
14885,5,"Q2 Balance",1623
14886,2,"Q2 Balance",227
14887,1,"Q2 Balance",822
14888,4,"Q2 Balance",992
14889,3,"Q2 Balance",815
14890,4,"Q2 Balance",1122
14891,3,"Q2 Balance",1206
14892,3,"Q2 Balance",1720
14893,3,"Q2 Balance",1192
14894,4,"Q2 Balance",1261
14895,5,"Q2 Balance",1102
14896,5,"Q2 Balance",1169
14897,4,"Q2 Balance",168
14898,4,"Q2 Balance",1257
14899,3,"Q2 Balance",504
14900,4,"Q2 Balance",604
14901,1,"Q2 Balance",742
14902,5,"Q2 Balance",1350
14903,3,"Q2 Balance",276
14904,3,"Q2 Balance",1035
14905,3,"Q2 Balance",659
14906,3,"Q2 Balance",1137
14907,5,"Q2 Balance",439
14908,4,"Q2 Balance",1184
14909,3,"Q2 Balance",499
14910,1,"Q2 Balance",1062
14911,4,"Q2 Balance",484
14912,3,"Q2 Balance",1055
14913,6,"Q2 Balance",1028
14914,4,"Q2 Balance",1119
14915,5,"Q2 Balance",1205
14916,3,"Q2 Balance",1078
14917,4,"Q2 Balance",1351
14918,4,"Q2 Balance",944
14919,4,"Q2 Balance",1645
14920,5,"Q2 Balance",755
14921,3,"Q2 Balance",1529
14922,3,"Q2 Balance",608
14923,2,"Q2 Balance",446
14924,5,"Q2 Balance",1320
14925,2,"Q2 Balance",1182
14926,4,"Q2 Balance",1631
14927,3,"Q2 Balance",1048
14928,3,"Q2 Balance",1447
14929,4,"Q2 Balance",1253
14930,5,"Q2 Balance",206
14931,3,"Q2 Balance",1948
14932,2,"Q2 Balance",1632
14933,4,"Q2 Balance",906
14934,3,"Q2 Balance",1054
14935,5,"Q2 Balance",965
14936,3,"Q2 Balance",620
14937,6,"Q2 Balance",929
14938,3,"Q2 Balance",573
14939,4,"Q2 Balance",1393
14940,2,"Q2 Balance",817
14941,2,"Q2 Balance",934
14942,3,"Q2 Balance",379
14943,4,"Q2 Balance",1419
14944,3,"Q2 Balance",1519
14945,3,"Q2 Balance",525
14946,3,"Q2 Balance",1141
14947,4,"Q2 Balance",1281
14948,2,"Q2 Balance",1426
14949,4,"Q2 Balance",147
14950,2,"Q2 Balance",1443
14951,3,"Q2 Balance",914
14952,4,"Q2 Balance",1346
14953,3,"Q2 Balance",861
14954,5,"Q2 Balance",597
14955,4,"Q2 Balance",1346
14956,4,"Q2 Balance",987
14957,3,"Q2 Balance",509
14958,5,"Q2 Balance",799
14959,4,"Q2 Balance",878
14960,2,"Q2 Balance",274
14961,2,"Q2 Balance",1259
14962,6,"Q2 Balance",1773
14963,5,"Q2 Balance",948
14964,2,"Q2 Balance",1030
14965,3,"Q2 Balance",1759
14966,4,"Q2 Balance",716
14967,2,"Q2 Balance",1301
14968,3,"Q2 Balance",297
14969,2,"Q2 Balance",1757
14970,3,"Q2 Balance",1162
14971,2,"Q2 Balance",1199
14972,1,"Q2 Balance",152
14973,5,"Q2 Balance",1345
14974,2,"Q2 Balance",1785
14975,5,"Q2 Balance",981
14976,3,"Q2 Balance",1007
14977,1,"Q2 Balance",924
14978,1,"Q2 Balance",1734
14979,1,"Q2 Balance",1461
14980,3,"Q2 Balance",1078
14981,2,"Q2 Balance",265
14982,4,"Q2 Balance",1697
14983,3,"Q2 Balance",298
14984,2,"Q2 Balance",609
14985,3,"Q2 Balance",1103
14986,3,"Q2 Balance",720
14987,2,"Q2 Balance",237
14988,4,"Q2 Balance",1365
14989,3,"Q2 Balance",630
14990,3,"Q2 Balance",1143
14991,4,"Q2 Balance",829
14992,5,"Q2 Balance",1268
14993,1,"Q2 Balance",1619
14994,5,"Q2 Balance",1485
14995,6,"Q2 Balance",1286
14996,4,"Q2 Balance",1607
14997,4,"Q2 Balance",1371
14998,2,"Q2 Balance",928
14999,4,"Q2 Balance",1032
15000,3,"Q2 Balance",1081
15001,3,"Q2 Balance",1039
15002,4,"Q2 Balance",471
15003,5,"Q2 Balance",970
15004,2,"Q2 Balance",1994
15005,3,"Q2 Balance",1061
15006,4,"Q2 Balance",1010
15007,4,"Q2 Balance",1164
15008,3,"Q2 Balance",1882
15009,2,"Q2 Balance",1216
15010,3,"Q2 Balance",1223
15011,4,"Q2 Balance",375
15012,4,"Q2 Balance",897
15013,3,"Q2 Balance",553
15014,3,"Q2 Balance",682
15015,4,"Q2 Balance",1151
15016,2,"Q2 Balance",1284
15017,4,"Q2 Balance",1059
15018,5,"Q2 Balance",1178
15019,3,"Q2 Balance",1389
15020,4,"Q2 Balance",747
15021,4,"Q2 Balance",1636
15022,3,"Q2 Balance",605
15023,4,"Q2 Balance",1491
15024,3,"Q2 Balance",1332
15025,4,"Q2 Balance",1445
15026,3,"Q2 Balance",1460
15027,2,"Q2 Balance",1436
15028,4,"Q2 Balance",559
15029,4,"Q2 Balance",131
15030,5,"Q2 Balance",853
15031,2,"Q2 Balance",1273
15032,3,"Q2 Balance",832
15033,6,"Q2 Balance",268
15034,5,"Q2 Balance",1369
15035,4,"Q2 Balance",700
15036,3,"Q2 Balance",531
15037,5,"Q2 Balance",634
15038,3,"Q2 Balance",993
15039,6,"Q2 Balance",501
15040,3,"Q2 Balance",917
15041,4,"Q2 Balance",1724
15042,3,"Q2 Balance",654
15043,4,"Q2 Balance",483
15044,3,"Q2 Balance",1104
15045,1,"Q2 Balance",1197
15046,3,"Q2 Balance",926
15047,4,"Q2 Balance",1125
15048,4,"Q2 Balance",1407
15049,4,"Q2 Balance",993
15050,4,"Q2 Balance",1236
15051,4,"Q2 Balance",1218
15052,4,"Q2 Balance",325
15053,3,"Q2 Balance",992
15054,2,"Q2 Balance",828
15055,3,"Q2 Balance",1339
15056,4,"Q2 Balance",552
15057,5,"Q2 Balance",992
15058,1,"Q2 Balance",1498
15059,1,"Q2 Balance",1074
15060,5,"Q2 Balance",494
15061,4,"Q2 Balance",806
15062,4,"Q2 Balance",1237
15063,5,"Q2 Balance",998
15064,4,"Q2 Balance",1244
15065,4,"Q2 Balance",1142
15066,5,"Q2 Balance",1306
15067,2,"Q2 Balance",1169
15068,4,"Q2 Balance",1039
15069,2,"Q2 Balance",995
15070,3,"Q2 Balance",1507
15071,1,"Q2 Balance",1336
15072,4,"Q2 Balance",1491
15073,4,"Q2 Balance",1641
15074,3,"Q2 Balance",1458
15075,4,"Q2 Balance",1040
15076,3,"Q2 Balance",1286
15077,4,"Q2 Balance",1108
15078,3,"Q2 Balance",1380
15079,5,"Q2 Balance",1457
15080,3,"Q2 Balance",1439
15081,2,"Q2 Balance",51
15082,3,"Q2 Balance",1387
15083,4,"Q2 Balance",841
15084,3,"Q2 Balance",1061
15085,5,"Q2 Balance",856
15086,5,"Q2 Balance",1086
15087,4,"Q2 Balance",547
15088,2,"Q2 Balance",1434
15089,3,"Q2 Balance",101
15090,4,"Q2 Balance",889
15091,3,"Q2 Balance",549
15092,4,"Q2 Balance",1374
15093,3,"Q2 Balance",1629
15094,4,"Q2 Balance",1574
15095,2,"Q2 Balance",1248
15096,4,"Q2 Balance",1503
15097,5,"Q2 Balance",1203
15098,4,"Q2 Balance",1169
15099,5,"Q2 Balance",1467
15100,4,"Q2 Balance",903
15101,3,"Q2 Balance",492
15102,2,"Q2 Balance",1295
15103,3,"Q2 Balance",1434
15104,2,"Q2 Balance",360
15105,3,"Q2 Balance",802
15106,4,"Q2 Balance",588
15107,6,"Q2 Balance",404
15108,4,"Q2 Balance",85
15109,3,"Q2 Balance",1166
15110,4,"Q2 Balance",1309
15111,3,"Q2 Balance",848
15112,4,"Q2 Balance",96
15113,4,"Q2 Balance",1182
15114,3,"Q2 Balance",726
15115,4,"Q2 Balance",1721
15116,3,"Q2 Balance",1059
15117,6,"Q2 Balance",901
15118,4,"Q2 Balance",1333
15119,2,"Q2 Balance",162
15120,3,"Q2 Balance",572
15121,3,"Q2 Balance",1222
15122,5,"Q2 Balance",1171
15123,3,"Q2 Balance",1177
15124,4,"Q2 Balance",1546
15125,3,"Q2 Balance",657
15126,2,"Q2 Balance",1010
15127,4,"Q2 Balance",304
15128,3,"Q2 Balance",1022
15129,3,"Q2 Balance",1345
15130,4,"Q2 Balance",520
15131,1,"Q2 Balance",182
15132,4,"Q2 Balance",725
15133,5,"Q2 Balance",912
15134,3,"Q2 Balance",1271
15135,3,"Q2 Balance",882
15136,4,"Q2 Balance",1309
15137,4,"Q2 Balance",1160
15138,3,"Q2 Balance",1315
15139,3,"Q2 Balance",969
15140,4,"Q2 Balance",1125
15141,3,"Q2 Balance",754
15142,4,"Q2 Balance",409
15143,2,"Q2 Balance",1165
15144,3,"Q2 Balance",1182
15145,2,"Q2 Balance",1144
15146,3,"Q2 Balance",559
15147,4,"Q2 Balance",1148
15148,1,"Q2 Balance",1174
15149,3,"Q2 Balance",1318
15150,2,"Q2 Balance",205
15151,3,"Q2 Balance",1222
15152,3,"Q2 Balance",989
15153,3,"Q2 Balance",872
15154,3,"Q2 Balance",696
15155,1,"Q2 Balance",1215
15156,4,"Q2 Balance",1161
15157,3,"Q2 Balance",1505
15158,3,"Q2 Balance",535
15159,5,"Q2 Balance",1063
15160,4,"Q2 Balance",1052
15161,6,"Q2 Balance",1643
15162,4,"Q2 Balance",836
15163,3,"Q2 Balance",1249
15164,4,"Q2 Balance",1060
15165,4,"Q2 Balance",1147
15166,6,"Q2 Balance",1381
15167,3,"Q2 Balance",1847
15168,4,"Q2 Balance",548
15169,4,"Q2 Balance",1111
15170,3,"Q2 Balance",581
15171,4,"Q2 Balance",479
15172,5,"Q2 Balance",1014
15173,2,"Q2 Balance",867
15174,2,"Q2 Balance",1670
15175,3,"Q2 Balance",1004
15176,2,"Q2 Balance",130
15177,5,"Q2 Balance",1030
15178,3,"Q2 Balance",1165
